"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.83104167457244e-12,145,4394,1.82342284934001,"Cellular protein metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044267","CLPP5 EIF2 GAMMA  CLPR2 PAB1 ATARCA EMB2719 PBC1 RPL17A ATS9 RUB1 RPL9B RPT4B PAF2 EIF4A-2 LOS1 PBG1 RPN12A CLPP3 SPP CKA4 PAG1 RPS5 RPL40B RPS5A EIF2 RPP0A TRIP-1 RPL22B UBC19 PAC1 PBD1 RPL26A EIF3E SCE1 PBF1 ROC4 RPL1 ATCUL1 PUX4 UBQ10 TIF3A1 ATRLI2 TUFA RPN2 RPN7 IBI1 PBA1 RCE1 RPN10 RPS23B UBC22 RPB15.9 CYP20-2 NAA10 ROC1 EIF2 BETA RPN11 THRRS RPS1 UBC27 RPL24 UBC7 FKBP12 OST48 ASK7 PAB2 CDC25 MEE63 RPL23A RPS15AF RPL21A TIF3H1 PP2AA3 LHCB6 PFL RPL34A ARP1 RPL18 Y14 LHCA3 RPL27AC RPL31 PGK PIN1 RPL14A RPL28 PP2A-3 RPL11A RPL3A RPL38A MTO1 LHCB4.2 EIF3G1 CYS6 PGK1 RPL19B RPL36AB ATL5 RPL15 RPL12C RPL9 LHCA4 ATBBC1 LHCA1 RPL23AB emb1624 RPS27B LHCA2 RPL5 LHCB5 RPL27C EIF4E1 RPL32A RPL39A TIF3K1 ATPK3 RPS6B PAS2 NCBP RPS21C RPS3C RPL27 eIFiso4G1 RPT3 RPL29 RPT5A"
6.24913044419087e-12,79,1781,2.45099606962381,"Organic substance catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901575","CLPP5 GLX1  FAH CLPR2 GAPC-2 PAB1 EMB2719 PBC1 ATS9 RUB1 RPT4B PAF2 Y14 PBG1 RPN12A CLPP3 PGK FBA3 TIM PAG1 PKT3 RPL40B LOS2 PGD2 PGK1 UBC19 PAC1 PBD1 PKP1 ATPHS2 CTIMC PBF1 CCD1 ATCUL1 PUX4 UBQ10 SHM4 RPN7 AIM1 2 PBA1 RPN10 UBC22 RPB15.9 ROC1 RPN11 SHM2 PGIC HOT5 UBC27 PKP2 UBC7 RPE ALDH12A1 BXL4 PAB2 PDH-E1 ALPHA MEE63 CTL1 GGT1 GDH3 RPT1A LSM7 GDH2 ATSFGH RPT5A SAHH2 ATGH9A1 PDH2 RPT3"
1.15953187235444e-11,30,320,5.18025,"Nucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009117","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 NDK1 APT1 VHA-A CARA"
1.55714160800704e-11,40,569,3.88442882249561,"Monocarboxylic acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032787","PDH-E1 ALPHA GLX1 GAPC-2  PGK FBA3 NAD-ME1 TIM PKT3 LOS2 SSI2 PGD2 ACLB-1 PGK1 PKP1 CER10 CTIMC AIM1 PAS2 PGIC KASI PDH2 PKP2 FAH FATB mtACP2 KCR1 ACO3 MOD1 FDH FAD2 GAE1 MOB1A CTL1 ATBI-1 CYTB5-B"
1.7527942016424e-11,30,326,5.08490797546012,"Nucleoside phosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006753","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 NDK1 APT1 VHA-A CARA"
1.7527942016424e-11,135,4050,1.84186666666667,"Response to stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006950"," GAE1 APX1 CSD1 RPT4B TPX1 NAP1 CSD2 SSI2 PRXIIF PGK1 ROC4 APX3 RPB15.9 GRXC4 RPS3C ATPDIL1-4 GAPC-2 ATLFNR2 YchF1 FBA3 ACO3 CP29B FUM1 ATHS1 PBF1 NDK1 CPN20 EMB1467 PGIC cICDH SDF2 VDAC1 MSD1 CYS6 GPX6 GSH1 SAM1 MDH1 PSBP-1 U2A' RBP45B ACR11 BTF3 COX6B GGT1 ACBP6 ANNAT1 GAPB ACT8 mMDH1 ALDH7B4 PBG1 LHCA3 MDAR5 ATGSR2 ATGSTU19 VHA-A PGK NAD-ME1 FDH PAG1 OEP161 RPS5 LOS2 RCA CYT1 TRIP-1 ATPDIL2-1 PGD2 ATMS2 TCTP1 CARA RPL12C LHCA4 RPL26A ATPQ LHCA1 RPL23AB CTIMC EIF3E LHCA2 TROL PETC RPN2 HSP90-7 PBA1 ASP5 PAB2 DHS1 SIR AtPPa6 CBSX3 CBR2 RPN11 GS2 ATBI-1 PDH2 THI1 RPE ALDH12A1 BXL4 CTL1 AVP1 NCL LOS1 RPN12A MSI4 SAP18 GHBDH ATPHS2 IBI1 CESA1 AGD2 RPN10 NAA10 MPT3 PGL3 HOT5 ATGH9A1 AGD5 FRO1 PKT3"
4.33908252698749e-11,16,80,11.0512,"Ribonucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009185","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PYR6 PGIC PKP2 PDH-E1 ALPHA PDH2"
4.67323834854152e-11,17,94,9.99310638297872,"Nucleoside diphosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009132","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PYR6 PGIC PKP2 NDK1 PDH-E1 ALPHA PDH2"
5.09181410661628e-11,16,81,10.9147654320988,"Nucleoside diphosphate phosphorylation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006165","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PGIC PKP2 NDK1 PDH-E1 ALPHA PDH2"
5.62007918414621e-11,69,1508,2.52829177718833,"Cellular catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044248","CLPP5 APX1 GLX1  FAH CLPR2 PAB1 EMB2719 PBC1 ATS9 RUB1 RPT4B PAF2 Y14 PBG1 RPN12A TPX1 CLPP3 TIM PAG1 PKT3 RPL40B PGD2 PRXIIF UBC19 PAC1 PBD1 ATPHS2 CTIMC PBF1 CCD1 ATCUL1 PUX4 UBQ10 SHM4 RPN7 AIM1 2 PBA1 APX3 RPN10 UBC22 RPB15.9 ROC1 RPN11 SHM2 HOT5 UBC27 UBC7 ALDH12A1 BXL4 PAB2 MEE63 CTL1 GGT1 GDH3 LSM7 GDH2 ATSFGH SAHH2 ATPAP26 ATGH9A1 RPT3 RPT5A ATGSTU19 ATMDAR1"
7.27151381414734e-11,16,83,10.6517590361446,"Nucleotide phosphorylation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046939","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PGIC PKP2 NDK1 PDH-E1 ALPHA PDH2"
1.03134031569524e-10,15,72,11.5116666666667,"Glycolytic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006096","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PGIC PKP2 PDH-E1 ALPHA PDH2"
