query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
AT1G06900.1;XM_010523706.2;0.09684;0.7628;0.127;80.62;832;1032;191;2;9;926;89.73;1;1025;1025;100;100;76;1105;1105;0;1727;4472
AT1G06910.1;XM_010558878.1;0.3991;0.894;0.4465;44.175;182;412;177;7;53;252;61.17;1;387;391;99;99;1;384;395;1.65e-88;273;698
AT1G06920.1;XM_010523702.2;0.2983;0.8299;0.3595;46.575;170;365;121;12;74;207;56.71;1;306;316;97;97;1;350;358;7.04e-82;252;644
AT1G06930.1;XM_010523698.1;0.2254;0.9297;0.2424;52.151;97;186;56;7;33;112;60.22;1;167;170;98;98;1;172;176;1.09e-33;117;294
AT1G06950.1;XM_010524844.1;0.1286;0.6749;0.1905;77.555;774;998;207;2;17;878;87.98;22;1017;1017;98;98;67;1049;1049;0;1522;3941
AT1G06960.1;XM_010546860.1;0.08384;0.4888;0.1715;83.913;193;230;37;0;0;211;91.74;1;230;230;100;100;1;230;230;1.49e-146;408;1048
AT1G06960.3;XM_010546870.1;0.08848;0.4575;0.1934;83.582;168;201;33;0;0;184;91.54;1;201;201;100;100;1;201;201;2.53e-125;352;903
AT1G06970.1;XM_010523681.1;0.1786;1.439;0.1241;71.673;587;819;229;2;3;709;86.57;8;825;830;99;99;14;830;834;0;1239;3205
AT1G06990.1;XM_010544372.2;0.2653;1.178;0.2252;60.117;205;341;132;1;4;257;75.37;19;359;361;94;94;17;353;355;1.26e-155;441;1135
AT1G07000.1;XM_010558885.1;0.1729;1.025;0.1687;68.264;413;605;162;8;30;490;80.99;1;600;600;100;100;1;580;580;0;825;2130
AT1G07010.3;XM_010523683.1;0.1168;0.7693;0.1518;76.961;314;408;76;4;18;348;85.29;1;401;401;100;100;1;397;397;0;617;1591
AT1G07020.1;XM_010523685.1;0.2364;0.8193;0.2885;58.71;91;155;53;4;11;109;70.32;3;147;148;98;98;13;166;168;2.39e-49;156;395
AT1G07040.1;XM_010554295.1;0.1228;0.8953;0.1372;80.347;278;346;64;3;4;312;90.17;27;372;372;93;93;32;373;373;0;572;1475
AT1G07050.1;XM_010558891.2;0.2422;0.9267;0.2614;53.774;114;212;77;6;21;139;65.57;1;194;196;99;99;1;209;210;2.11e-57;180;456
AT1G07060.2;XM_010523675.1;0.2234;0.5876;0.3801;62.651;156;249;91;1;2;191;76.71;28;274;278;89;89;2;250;251;1.09e-103;302;774
AT1G07080.1;XM_010558892.2;0.1934;0.84;0.2303;69.888;188;269;66;6;15;213;79.18;11;266;266;96;96;14;280;280;3.35e-126;360;924
AT1G07090.1;XM_010544369.2;0.1042;1.144;0.09108;77.66;146;188;31;3;11;153;81.38;1;181;197;92;92;1;184;188;3.88e-99;285;729
AT1G07110.1;XM_010523659.2;0.07919;0.5935;0.1334;86;645;750;100;3;5;682;90.93;1;745;745;100;100;1;750;750;0;1286;3327
AT1G07120.1;XM_010544363.2;0.1266;0.4987;0.2539;78.005;305;391;86;0;0;343;87.72;1;391;393;99;99;29;419;421;0;608;1568
AT1G07130.1;XM_019201068.1;0.2148;1.059;0.2028;68.59;107;156;48;1;1;127;81.41;1;156;161;97;97;1;155;159;8.62e-72;213;543
AT1G07150.2;XM_010523654.2;0.2801;0.9011;0.3108;71.831;255;355;93;5;7;283;79.72;9;359;494;71;71;20;371;481;1.04e-170;490;1261
AT1G07170.1;XM_010523651.1;0.01262;0.9685;0.01303;100;111;111;0;0;0;111;100;1;111;111;100;100;1;111;111;2.19e-77;223;569
AT1G07175.2;XM_019200942.1;0.1684;0.8414;0.2001;69.355;43;62;19;0;0;54;87.1;2;63;72;86;86;11;72;82;1.75e-26;92.4;228
AT1G07210.1;XM_010558902.1;0.2817;1.104;0.2551;57.312;145;253;98;7;10;178;70.36;1;247;262;94;94;1;249;263;3.21e-80;243;619
AT1G07220.1;XM_010544361.2;0.1063;0.8724;0.1219;80.237;406;506;97;1;3;445;87.94;1;503;508;99;99;1;506;510;0;859;2220
AT1G07230.1;XM_010523643.2;0.06554;1.034;0.06339;88.889;464;522;58;0;0;495;94.83;1;522;534;98;98;1;522;529;0;976;2524
AT1G07240.1;XM_010558906.2;0.1453;1.004;0.1447;74.268;355;478;115;2;8;409;85.56;1;478;481;99;99;1;470;473;0;735;1897
AT1G07250.1;XM_010558905.1;0.1768;0.9402;0.188;72.304;342;473;129;2;2;400;84.57;1;473;480;99;99;1;471;474;0;713;1840
AT1G07290.1;NewID_00134808;0.1696;0.9513;0.1783;65.217;255;391;95;6;41;296;75.7;1;355;355;100;100;1;386;386;5.72e-172;484;1245
AT1G07310.1;XM_010558916.2;0.117;0.7383;0.1584;68.75;253;368;92;7;23;287;77.99;1;353;353;100;100;1;360;360;2.06e-149;426;1094
AT1G07320.2;XM_010534099.2;0.07841;0.9314;0.08418;84.211;224;266;40;2;2;248;93.23;1;266;281;95;95;1;264;292;5.39e-158;442;1136
AT1G07340.1;XM_010523622.2;0.1872;1.298;0.1443;72.782;361;496;132;3;3;417;84.07;1;496;499;99;99;1;493;494;0;703;1815
AT1G07350.1;XM_010523619.1;0.1645;1.267;0.1299;59.683;188;315;87;5;40;211;66.98;31;334;383;79;79;1;286;368;2.87e-78;246;627
AT1G07350.2;NewID_00155932;0.09814;0.8696;0.1128;72.308;94;130;35;1;1;109;83.85;1;130;130;100;100;1;129;129;1.09e-59;180;457
AT1G07350.6;NewID_00155930;0.1075;0.9173;0.1172;72.131;88;122;33;1;1;102;83.61;1;122;204;60;60;1;121;123;9.01e-53;166;419
AT1G07370.1;NewID_00077535;0.03849;0.753;0.05112;93.333;238;255;17;0;0;248;97.25;1;255;264;97;97;1;255;265;1.96e-179;494;1272
AT1G07380.1;XM_010544356.1;0.08949;0.6294;0.1422;82.653;648;784;116;4;20;698;89.03;1;780;780;100;100;1;768;768;0;1299;3362
AT1G07400.1;XM_010544354.2;0.09634;0.7764;0.1241;81.132;129;159;27;2;3;143;89.94;1;158;158;100;100;1;157;157;1.29e-88;256;653
AT1G07410.1;XM_010558931.1;0.02014;0.7895;0.02551;95.853;208;217;7;1;2;211;97.24;1;215;215;100;100;1;217;217;2.15e-153;424;1090
AT1G07420.1;XM_010558933.2;0.06044;0.6733;0.08976;88.889;240;270;27;1;3;254;94.07;1;267;267;100;100;1;270;270;0;501;1289
AT1G07430.1;XM_019200960.1;0.1862;1.325;0.1406;70.294;239;340;79;4;22;267;78.53;96;435;443;77;77;45;362;366;5.77e-163;464;1193
AT1G07440.1;XM_010558936.1;0.1323;0.9834;0.1345;79.259;214;270;53;1;3;237;87.78;1;267;267;100;100;1;270;270;3.13e-159;443;1140
AT1G07450.1;XM_010544330.2;0.1635;1.099;0.1488;72.797;190;261;69;2;2;220;84.29;1;260;261;99;99;1;260;263;3.61e-141;397;1020
AT1G07470.1;XM_010544333.2;0.106;0.5527;0.1918;78.892;299;379;74;3;6;335;88.39;1;376;376;100;100;2;377;377;5.69e-180;504;1299
AT1G07473.1;XM_019204177.1;0.3312;0.8538;0.3879;52.344;67;128;53;5;8;79;61.72;1;126;126;100;100;1;122;122;3.98e-27;97.8;242
AT1G07500.1;XM_019204085.1;0.3893;1.07;0.3639;57.143;44;77;32;1;1;56;72.73;6;82;83;93;93;7;82;92;8.18e-26;91.7;226
AT1G07510.1;XM_010523563.2;0.09607;0.7803;0.1231;82.375;673;817;134;5;10;734;89.84;1;814;814;100;100;1;810;810;0;1337;3459
AT1G07520.3;NewID_00155906;0.2268;1.21;0.1875;60.135;445;740;247;13;48;535;72.3;1;697;697;100;100;1;735;745;0;843;2179
AT1G07530.1;XM_010523559.2;0.1504;0.8738;0.1721;73.131;577;789;168;15;44;642;81.37;1;767;770;99;99;1;767;768;0;1095;2833
AT1G07540.1;XM_010523555.1;0.1849;0.6679;0.2769;64.478;432;670;175;21;63;479;71.49;1;631;631;100;100;1;646;646;0;693;1788
AT1G07570.1;XM_010558953.1;0.09772;0.6923;0.1412;81.146;340;419;65;4;14;375;89.5;1;411;411;100;100;1;413;413;0;672;1734
AT1G07590.1;XM_010523536.2;0.1392;0.7635;0.1823;76.504;407;532;123;2;2;457;85.9;3;533;535;99;99;4;534;536;0;838;2164
AT1G07615.1;XM_010558969.1;0.1707;0.8224;0.2076;72.177;358;496;132;3;6;414;83.47;1;494;494;100;100;1;492;492;0;666;1718
AT1G07620.2;XM_010523533.1;0.3076;1.043;0.2948;45.294;308;680;250;23;122;406;59.71;1;577;579;99;99;1;661;664;9.84e-149;444;1141
AT1G07630.1;XM_010523532.2;0.08455;0.854;0.09901;78.401;559;713;92;13;62;609;85.41;1;663;663;100;100;1;701;701;0;1088;2814
AT1G07645.1;XM_010523525.1;0.1205;0.887;0.1359;77.206;105;136;27;2;4;119;87.5;1;136;138;99;99;1;132;137;3.74e-75;220;560
AT1G07650.2;XM_010523761.1;0.1348;0.8384;0.1608;76.908;786;1022;214;9;22;877;85.81;1;1019;1021;99;99;1;1003;1005;0;1554;4024
AT1G07660.1;NewID_00134850;0.01095;1.069;0.01025;100;104;104;0;0;0;104;100;1;104;104;100;100;1;104;163;1.05e-68;203;516
AT1G07670.1;XM_010523504.1;0.05019;0.8091;0.06203;90.44;965;1067;96;4;6;1019;95.5;1;1062;1062;100;100;1;1066;1066;0;1971;5105
AT1G07700.1;XM_010527681.2;0.2432;1.005;0.242;71.667;129;180;43;2;8;148;82.22;32;203;205;84;84;34;213;220;4.89e-88;258;660
AT1G07705.2;XM_010558987.1;0.07871;0.595;0.1323;80.824;510;631;95;8;26;559;88.59;1;610;615;99;99;1;626;628;0;907;2345
AT1G07710.1;NewID_00077497;0.1097;1.337;0.08201;80.561;431;535;81;7;23;467;87.29;16;544;544;97;97;21;538;538;0;819;2116
AT1G07720.1;XM_010523506.2;0.1183;1.261;0.09378;79.002;380;481;93;4;8;421;87.53;1;475;479;99;99;31;509;515;0;783;2023
AT1G07730.2;XM_010524829.2;0.1607;0.9094;0.1767;68.193;283;415;87;6;45;316;76.14;1;378;390;97;97;1;407;438;1.86e-143;415;1066
AT1G07740.1;XM_010523510.2;0.1608;0.8368;0.1922;71.678;329;459;127;2;3;388;84.53;3;459;460;99;99;12;469;472;0;682;1761
AT1G07745.1;XM_010523511.2;0.1752;0.6211;0.282;72.327;230;318;85;3;3;270;84.91;1;317;323;98;98;1;316;317;7.32e-169;472;1214
AT1G07750.1;XM_010523512.1;0.05793;1.004;0.05769;88.732;315;355;40;0;0;340;95.77;1;355;357;99;99;1;355;356;0;655;1691
AT1G07770.1;XM_010531664.1;0.004602;1.739;0.002647;99.237;130;131;1;0;0;131;100;1;131;131;100;100;1;131;131;2.6e-93;265;678
AT1G07780.1;XM_010545420.2;0.1582;0.5664;0.2794;74.638;206;276;70;0;0;238;86.23;1;276;276;100;100;1;276;276;1.02e-143;405;1040
AT1G07780.7;XM_019202873.1;0.1087;0.5545;0.1959;80.676;167;207;40;0;0;190;91.79;1;207;207;100;100;1;207;207;2.95e-115;327;838
AT1G07795.1;NewID_00157669;0.1787;0.9322;0.1917;70.69;82;116;31;1;3;93;80.17;5;117;119;95;95;6;121;124;2.99e-51;158;400
AT1G07830.1;XM_010552360.2;0.07543;0.7554;0.09985;77.397;113;146;32;1;1;128;87.67;1;145;145;100;100;4;149;149;2.96e-76;223;569
AT1G07840.1;NewID_00156837;0.1782;0.8648;0.2061;71.148;217;305;80;5;8;251;82.3;16;313;313;95;95;27;330;330;1.92e-141;402;1034
AT1G07850.1;XM_010523501.2;0.1064;1.197;0.08895;82.857;435;525;80;5;10;460;87.62;20;539;542;96;96;21;540;541;0;843;2177
AT1G07860.1;XM_010523497.1;0.315;0.9899;0.3182;54.962;72;131;47;5;12;91;69.47;1;127;136;93;93;1;123;127;8.91e-39;127;320
AT1G07870.1;NewID_00134853;0.1018;0.7616;0.1336;79.032;343;434;74;6;17;373;85.94;1;424;424;100;100;1;427;427;0;684;1764
AT1G07880.2;XM_010523489.2;0.08627;0.8653;0.0997;82.92;301;363;62;0;0;337;92.84;1;363;364;99;99;43;405;413;0;623;1606
AT1G07890.1;NewID_00133335;0.06382;0.9106;0.07009;89.641;225;251;26;0;0;239;95.22;1;251;251;100;100;1;251;251;1.84e-170;470;1210
AT1G07910.2;XM_010544297.2;0.1216;0.6441;0.1888;74.706;889;1190;237;5;64;996;83.7;1;1178;1178;100;100;1;1138;1138;0;1827;4733
AT1G07920.1;NewID_00049435;0.01655;0.6023;0.02748;96.667;435;450;15;0;0;445;98.89;1;450;450;100;100;1;450;450;0;902;2331
AT1G07960.1;XM_010559007.1;0.07379;0.8536;0.08644;90.4;113;125;12;0;0;121;96.8;23;147;147;85;85;28;152;152;2.02e-73;216;551
AT1G07970.1;XM_010544292.1;0.1322;0.6289;0.2102;76.293;531;696;156;5;9;590;84.77;1;694;694;100;100;1;689;689;0;1024;2647
AT1G07980.1;XM_010544293.2;0.207;0.9531;0.2172;59.694;117;196;65;5;14;144;73.47;24;207;207;89;89;18;211;211;3.59e-64;197;502
AT1G07990.1;XM_010559024.2;0.1056;0.5964;0.177;76.914;633;823;149;6;41;704;85.54;1;803;803;100;100;1;802;802;0;1211;3132
AT1G08010.1;XM_010544288.2;0.2004;0.9811;0.2042;62.215;191;307;88;13;28;222;72.31;3;304;304;99;99;6;289;289;4.78e-107;313;803
AT1G08030.1;NewID_00134875;0.1214;0.6901;0.176;75.449;378;501;113;2;10;429;85.63;1;501;501;100;100;1;491;491;0;754;1947
AT1G08050.1;XM_019200939.1;0.2128;0.9321;0.2284;62.725;419;668;197;9;52;502;75.15;1;627;642;98;98;1;657;694;0;775;2001
AT1G08060.3;XM_010559041.1;0.4357;1.109;0.3927;45.95;573;1247;592;24;82;756;60.63;342;1568;2003;61;61;223;1407;1863;0;927;2397
AT1G08070.1;XM_010559289.1;0.1379;0.9109;0.1514;76.779;572;745;167;4;6;657;88.19;1;742;742;100;100;1;742;742;0;1186;3069
AT1G08080.1;XM_010523442.2;0.186;0.9313;0.1998;71.004;191;269;77;1;1;229;85.13;5;273;276;97;97;4;271;275;1.55e-147;414;1065
AT1G08090.1;XM_010523435.2;0.06942;1.406;0.04936;87.97;468;532;57;2;7;493;92.67;1;531;531;100;100;1;526;526;0;962;2486
AT1G08110.4;XM_010533989.1;0.1055;0.8294;0.1273;83.913;193;230;37;0;0;207;90;1;230;236;97;97;1;230;232;8.57e-147;409;1051
AT1G08125.1;XM_010533990.2;0.117;0.5992;0.1952;77.399;250;323;60;5;13;275;85.14;1;316;316;100;100;1;317;317;5.4e-180;500;1287
AT1G08130.1;XM_010523420.1;0.1184;0.5989;0.1978;78.67;627;797;163;4;7;697;87.45;1;791;791;100;100;1;796;796;0;1266;3277
AT1G08135.1;XM_010523416.1;0.3299;1.696;0.1945;52.985;426;804;361;7;17;558;69.4;4;796;797;99;99;9;806;810;0;838;2164
AT1G08140.1;NewID_00136605;0.3182;1.29;0.2466;56.984;461;809;342;6;6;597;73.79;4;809;819;98;98;2;807;827;0;934;2415
AT1G08150.1;XM_010524825.1;0.3185;1.636;0.1946;55.211;445;806;342;5;19;593;73.57;11;802;816;97;97;9;809;823;0;941;2432
AT1G08160.1;XM_010559067.2;0.1917;1.302;0.1473;68.468;152;222;64;3;6;179;80.63;1;222;222;100;100;1;216;216;7.24e-103;296;759
AT1G08170.1;XM_010559071.2;0.2664;1.045;0.255;76.087;70;92;22;0;0;87;94.57;151;242;244;38;38;175;266;268;1.27e-48;161;408
AT1G08180.1;XM_010560584.1;0.2442;0.6446;0.3788;53.704;58;108;37;2;13;73;67.59;1;96;112;86;86;1;107;126;9.18e-27;96.3;238
AT1G08190.1;XM_010523406.2;0.07134;0.6305;0.1131;83.874;827;986;131;9;28;894;90.67;1;981;981;100;100;1;963;963;0;1624;4205
AT1G08200.1;XM_010522096.1;0.04255;1.261;0.03374;91.795;358;390;32;0;0;374;95.9;1;390;390;100;100;1;390;390;0;756;1953
AT1G08210.2;NewID_00156764;0.1743;0.6819;0.2556;69.416;345;497;121;3;31;403;81.09;1;497;520;96;96;1;466;500;0;699;1803
AT1G08220.1;XM_010559077.2;0.1919;0.5797;0.331;69.675;193;277;78;4;6;227;81.95;5;275;275;99;99;4;280;280;9.23e-128;364;935
AT1G08220.2;XM_010559080.2;0.1689;0.5248;0.3218;73.171;150;205;53;1;2;178;86.83;1;203;203;100;100;1;205;205;3.74e-104;298;764
AT1G08230.2;XM_010523399.2;0.1828;1.235;0.148;73.128;332;454;119;2;3;375;82.6;1;452;452;100;100;1;453;453;0;682;1759
AT1G08250.1;XM_019202819.1;0.05279;1.144;0.04614;86.473;358;414;41;7;15;380;91.79;1;405;414;98;98;1;408;425;0;700;1807
AT1G08260.1;XM_010559096.1;0.1029;0.5481;0.1877;80.773;1756;2174;394;6;24;1928;88.68;2;2156;2162;99;99;3;2171;2177;0;3638;9433
AT1G08280.1;XM_010523362.1;0.1415;0.9017;0.1569;73.449;296;403;89;5;18;334;82.88;1;399;399;100;100;49;437;437;0;586;1511
AT1G08290.1;XM_010523361.1;0.2001;0.9719;0.2059;65.418;227;347;102;7;18;249;71.76;7;338;338;98;98;9;352;352;2.68e-148;422;1084
AT1G08310.2;NewID_00156742;0.1251;0.7951;0.1574;78.594;246;313;64;1;3;276;88.18;1;313;319;98;98;1;310;324;0;517;1332
AT1G08315.1;XM_010535897.1;0.1193;0.8949;0.1333;79.495;252;317;59;2;6;277;87.38;1;317;326;97;97;1;311;315;1.94e-161;453;1166
AT1G08320.1;XM_010559107.1;0.1034;0.9544;0.1083;73.674;375;509;94;9;40;424;83.3;1;482;482;100;100;1;496;496;0;723;1866
AT1G08340.1;NewID_00134937;0.1983;0.8988;0.2206;88.559;209;236;27;0;0;226;95.76;1;236;332;71;71;1;236;320;5.24e-159;447;1151
AT1G08350.2;XM_010523355.2;0.1814;0.7624;0.238;70.995;421;593;167;5;5;491;82.8;1;590;590;100;100;1;591;591;0;838;2166
AT1G08360.1;XM_010559113.2;0.02733;0.849;0.03219;94.931;206;217;11;0;0;213;98.16;1;217;217;100;100;1;217;217;1.49e-138;387;993
AT1G08370.1;XM_010559128.2;0.1239;0.7569;0.1637;71.654;273;381;85;10;23;302;79.27;1;366;368;99;99;1;373;375;3.37e-155;441;1135
AT1G08380.1;XM_010559130.1;0.07343;0.9224;0.07961;82.759;120;145;21;1;4;132;91.03;1;141;141;100;100;1;145;145;1.73e-83;241;616
AT1G08390.1;NewID_00134913;0.1345;1.066;0.1262;77.536;107;138;31;0;0;122;88.41;1;138;138;100;100;1;138;138;2.23e-77;226;575
AT1G08400.1;XM_010523282.2;0.2272;0.8741;0.2599;63.178;501;793;254;7;38;598;75.41;26;800;805;96;96;19;791;795;0;984;2543
AT1G08440.1;XM_010523326.2;0.2487;1.008;0.2467;65.306;320;490;160;4;10;391;79.8;2;489;502;97;97;86;567;580;0;655;1691
AT1G08450.1;XM_010546033.1;0.07923;1.015;0.07805;84.075;359;427;65;3;3;388;90.87;1;425;425;100;100;1;426;426;0;674;1738
AT1G08460.1;XM_010523327.1;0.1253;0.9344;0.1341;79.255;298;376;78;0;0;328;87.23;3;378;378;99;99;20;395;395;0;620;1600
AT1G08465.1;XM_010559145.2;0.1105;0.5201;0.2124;78.191;147;188;36;2;5;166;88.3;1;183;185;99;99;1;188;190;5.05e-93;269;688
AT1G08470.1;XM_010546024.1;0.09625;0.8519;0.113;83.636;322;385;63;0;0;355;92.21;5;389;391;98;98;8;392;395;0;686;1771
AT1G08480.1;XM_010534808.2;0.1287;0.8532;0.1508;78.102;107;137;30;0;0;119;86.86;7;143;143;96;96;15;151;151;1.69e-73;216;551
AT1G08490.1;NewID_00084246;0.1245;0.698;0.1784;79.274;371;468;90;2;7;413;88.25;1;464;464;100;100;1;465;465;0;753;1943
AT1G08500.1;XM_010523265.2;0.2559;1.284;0.1993;62.719;143;228;77;4;8;166;72.81;7;226;229;96;96;8;235;237;7.54e-94;275;703
AT1G08510.1;XM_010534898.1;0.09397;0.9028;0.1041;83.252;343;412;68;1;1;365;88.59;1;412;413;99;99;1;411;419;0;711;1836
AT1G08520.1;XM_010559204.1;0.06741;0.6038;0.1116;85.976;656;763;96;5;11;704;92.27;1;761;761;100;100;1;754;754;0;1233;3191
AT1G08530.1;XM_010551937.2;0.229;0.8985;0.2549;65.038;173;266;83;4;10;203;76.32;1;257;258;99;99;1;265;271;5.21e-104;303;776
AT1G08530.3;XM_010551946.1;0.2303;0.9188;0.2507;64.679;141;218;67;4;10;163;74.77;1;209;241;87;87;1;217;218;2.21e-79;238;607
AT1G08540.1;XM_010557706.2;0.1546;0.7219;0.2141;75.789;432;570;137;1;1;474;83.16;1;570;573;99;99;1;569;570;0;856;2212
AT1G08550.1;NewID_00021340;0.159;0.965;0.1647;74.464;347;466;109;4;10;387;83.05;1;463;463;100;100;1;459;459;0;702;1813
AT1G08560.1;XM_010530474.1;0.09064;1.317;0.06884;82.857;261;315;50;1;4;290;92.06;1;311;311;100;100;1;315;315;0;510;1313
AT1G08570.1;XM_010551990.1;0.1275;1.077;0.1185;76.071;213;280;57;5;10;242;86.43;1;276;276;100;100;1;274;274;1.72e-145;409;1051
AT1G08580.1;XM_010551995.2;0.2088;0.7805;0.2676;70.543;91;129;33;1;5;106;82.17;1;124;124;100;100;1;129;129;2.45e-50;156;395
AT1G08590.1;XM_010552013.2;0.1317;0.7272;0.1811;75.553;785;1039;240;6;14;889;85.56;1;1030;1030;100;100;1;1034;1034;0;1578;4087
AT1G08600.1;XM_010530462.2;0.1342;0.6733;0.1992;75.017;1081;1441;296;11;64;1205;83.62;60;1454;1459;96;96;63;1485;1486;0;2090;5415
AT1G08610.1;XM_010552075.2;0.197;0.9049;0.2177;66.14;377;570;178;3;15;466;81.75;1;555;560;99;99;1;570;572;0;795;2052
AT1G08620.1;XM_010530453.1;0.1838;0.702;0.2618;68.715;850;1237;330;13;57;961;77.69;1;1208;1210;99;99;1;1209;1211;0;1654;4282
AT1G08620.3;XM_010555469.2;0.1788;0.7454;0.2399;67.958;842;1239;311;17;86;943;76.11;10;1224;1224;99;99;2;1178;1178;0;1599;4141
AT1G08630.1;XM_010555473.2;0.1367;1.224;0.1117;78.31;278;355;77;0;0;324;91.27;2;356;359;99;99;9;363;366;0;593;1529
AT1G08640.1;XM_010530451.1;0.1409;0.751;0.1877;74.49;219;294;72;1;3;250;85.03;5;295;295;99;99;29;322;322;2.4e-158;444;1143
AT1G08650.1;XM_010552111.2;0.103;0.9202;0.112;82.867;237;286;47;2;2;256;89.51;1;285;285;100;100;1;285;285;1.44e-178;493;1270
AT1G08660.1;XM_010552135.2;0.08081;0.6644;0.1216;87.207;409;469;60;0;0;433;92.32;1;469;475;99;99;1;469;475;0;847;2188
AT1G08670.1;NewID_00120270;0.3237;1.222;0.2649;53.878;132;245;93;4;20;167;68.16;5;232;232;98;98;1;242;242;2.22e-81;243;621
AT1G08680.4;XM_010555481.1;0.209;0.5899;0.3543;62.464;431;690;217;12;42;496;71.88;2;652;652;99;99;1;687;687;0;793;2047
AT1G08700.1;XM_010552213.2;0.1037;0.7439;0.1394;81.21;376;463;70;7;17;407;87.9;1;454;454;100;100;1;455;455;0;701;1810
AT1G08710.1;NewID_00146747;0.1804;0.7493;0.2408;64.662;172;266;74;2;20;206;77.44;1;265;275;96;96;1;247;249;3.39e-111;321;823
AT1G08720.1;XM_010533890.1;0.1592;0.6549;0.243;70.637;676;957;248;10;33;772;80.67;1;931;934;99;99;1;950;965;0;1312;3395
AT1G08730.2;XM_010533508.1;0.04691;0.6734;0.06966;90.601;1388;1532;143;1;1;1465;95.63;1;1531;1531;100;100;1;1532;1532;0;2912;7548
AT1G08750.1;XM_010533513.2;0.08779;0.5789;0.1516;84.833;330;389;56;2;3;354;91;1;387;389;99;99;1;388;390;0;688;1776
AT1G08760.1;XM_010530494.2;0.1476;0.8305;0.1778;72.656;558;768;179;12;31;631;82.16;1;749;749;100;100;1;756;756;0;1043;2697
AT1G08770.1;XM_010555455.1;0.1685;1.041;0.1619;70.142;148;211;62;1;1;173;81.99;1;210;210;100;100;1;211;211;2.09e-99;287;735
AT1G08780.1;XM_010555456.1;0.09518;0.8245;0.1154;80.769;105;130;22;1;3;118;90.77;1;130;130;100;100;1;127;127;6.77e-65;193;491
AT1G08790.1;XM_010555039.1;0.1226;1.542;0.07949;73.711;143;194;41;3;10;161;82.99;1;188;191;98;98;1;190;192;1.68e-82;243;620
AT1G08810.2;XM_010537023.2;0.2079;0.9413;0.2209;51.452;124;241;67;7;50;146;60.58;5;198;198;98;98;1;238;238;2.59e-62;194;492
AT1G08820.1;XM_010530525.1;0.2104;0.6651;0.3164;65.649;258;393;126;3;9;311;79.13;1;384;387;99;99;1;393;396;5.19e-175;493;1270
AT1G08830.1;XM_010530531.1;0.08173;0.7853;0.1041;86.928;133;153;20;0;0;138;90.2;1;153;153;100;100;1;153;153;7.46e-91;261;666
AT1G08840.3;XM_010533876.2;0.1689;0.5985;0.2822;72.009;957;1329;340;7;32;1097;82.54;1;1324;1332;99;99;1;1302;1310;0;1859;4815
AT1G08845.2;XM_010533879.1;0.08129;0.8672;0.09374;86.387;165;191;25;1;1;176;92.15;45;235;235;81;81;3;192;192;8.75e-120;339;869
AT1G08860.1;XM_010551807.2;0.116;0.5979;0.1941;79.417;463;583;118;1;2;521;89.37;1;583;585;99;99;1;581;583;0;972;2514
AT1G08900.1;XM_010530544.2;0.1428;0.8536;0.1673;73.377;339;462;120;1;3;402;87.01;2;460;463;99;99;80;541;542;0;694;1790
AT1G08930.1;XM_010551726.2;0.1453;0.8495;0.1711;72.5;377;520;114;5;29;440;84.62;1;493;497;99;99;1;518;522;0;777;2006
AT1G08940.1;XM_010551714.1;0.1052;1.169;0.08997;81.588;226;277;47;2;4;245;88.45;1;277;282;98;98;1;273;282;8.26e-167;464;1193
AT1G08960.1;XM_010551642.1;0.1013;0.7362;0.1375;80.072;442;552;93;7;17;485;87.86;9;547;547;99;99;15;562;562;0;768;1983
AT1G08970.1;XM_010530564.2;0.06242;1.074;0.05811;86.726;196;226;26;2;4;204;90.27;1;226;232;97;97;1;222;229;1.39e-128;363;931
AT1G08980.1;XM_010551578.1;0.1599;0.9613;0.1663;74.584;314;421;103;3;4;357;84.8;1;421;426;99;99;1;417;428;0;624;1610
AT1G08990.1;XM_010551534.2;0.2094;1.2;0.1746;67.318;379;563;163;8;21;446;79.22;1;561;567;99;99;15;558;562;0;770;1989
AT1G09010.1;NewID_00020627;0.1034;0.6904;0.1498;81.022;777;959;162;9;20;844;88.01;1;943;945;99;99;1;955;960;0;1602;4148
AT1G09020.1;XM_010551464.1;0.09002;0.5415;0.1662;84.49;414;490;74;2;2;442;90.2;1;488;488;100;100;1;490;490;0;846;2186
AT1G09030.1;XM_010551453.2;0.1271;0.5785;0.2197;77.372;106;137;26;1;5;120;87.59;1;137;140;98;98;1;132;135;8.73e-75;219;558
AT1G09050.1;NewID_00120225;0.2901;0.9272;0.3129;52.221;529;1013;372;25;112;653;64.46;1;915;917;99;99;1;999;1007;0;846;2186
AT1G09060.1;XM_010530592.1;0.2179;0.739;0.2948;66.06;617;934;294;12;23;734;78.59;1;925;931;99;99;1;920;925;0;1235;3196
AT1G09070.1;XM_010551442.2;0.1169;1.318;0.0887;67.391;217;322;79;7;26;233;72.36;1;311;325;96;96;1;307;317;1.98e-113;332;850
AT1G09080.1;XM_010555426.2;0.09622;1.122;0.08572;82.615;537;650;97;3;16;584;89.85;10;659;676;96;96;2;635;658;0;1087;2810
AT1G09090.2;XM_010551432.1;0.1413;1.027;0.1377;74.65;639;856;188;9;29;725;84.7;16;844;844;98;98;47;900;900;0;1314;3401
